82|26|39|S
64|8|45|S
130|6|25|S
49|22|27|N
58|19|8|S
125|47|59|S
24|56|24|N
137|25|48|N
78|38|24|N
101|47|59|S
34|32|52|N
114|15|48|S
174|4|7|S
45|43|48|N
27|13|24|N
170|51|39|N
104|34|30|N
22|45|45|N
58|55|47|N
20|17|29|N
153|3|7|S
46|54|35|S
33|40|58|S
16|9|36|S
1|14|24|S
162|21|36|S
90|15|3|N
143|0|16|S
167|7|1|S
38|36|0|N
72|22|33|S
110|21|32|S
48|42|0|N
74|45|42|S
44|9|35|N
79|41|23|S
29|52|1|N
26|21|24|S
21|18|36|S
119|33|36|N
130|57|58|S
45|25|48|N
168|24|0|N
124|17|59|N
78|50|1|S
138|28|8|N
53|55|13|S
63|16|9|N
147|35|38|N
162|53|11|N
156|17|20|S
80|38|13|S
108|5|59|N
42|18|57|S
171|48|0|S
64|12|35|S
60|12|0|N
19|38|26|S
164|0|43|S
172|10|15|S
28|28|6|N
85|40|55|N
74|31|26|S
137|39|40|N
100|45|36|S
49|53|43|S
105|3|39|S
111|11|50|N
58|46|19|S
137|19|29|S
50|42|0|N
121|52|12|S
56|22|38|N
52|19|35|N
93|0|36|S
72|11|23|N
83|50|34|S
132|11|59|N
56|19|12|S
97|17|59|S
78|50|13|S
4|43|58|S
135|11|59|S
22|58|48|N
101|21|32|N
81|53|27|S
83|48|36|S
116|54|0|N
39|6|21|N
165|38|3|N
154|35|59|N
115|47|28|N
148|40|11|S
62|20|35|S
103|47|59|S
86|15|41|N
169|34|48|S
14|36|0|N
83|4|20|S
133|1|12|N
78|54|0|N
118|40|38|N
156|41|59|N
169|52|47|N
107|48|36|S
154|27|51|N
165|44|24|S
17|37|15|S
13|11|7|S
138|28|46|N
151|54|0|S
156|5|24|S
167|34|39|N
117|57|52|N
31|36|20|S
107|11|54|N
115|27|21|S
131|33|32|N
177|18|0|S
120|3|27|N
68|22|12|N
119|54|0|S
92|58|12|N
101|1|11|S
134|49|51|N
61|9|32|N
52|23|24|S
131|54|0|S
51|20|24|S
48|39|57|N
137|38|39|N
132|7|49|N
175|31|23|S
67|8|45|N
88|5|59|N
87|33|48|N
132|9|11|N
131|54|59|N
131|50|5|N
11|46|12|S
89|4|11|N
100|6|46|N
125|12|57|N
2|12|16|N
21|2|56|S
115|54|37|N
23|17|45|S
7|38|16|S
150|50|59|S
63|47|59|S
107|14|27|N
145|39|0|N
88|53|2|S
115|13|55|S
67|38|30|S
95|30|0|S
96|11|21|N
87|42|39|N
153|19|11|S
97|29|45|S
22|27|21|N
92|3|19|N
167|15|21|S
146|33|28|S
137|37|5|S
38|29|51|N
101|29|23|S
58|25|7|N
54|21|0|S
107|47|59|S
138|40|51|S
171|14|17|N
99|49|8|N
98|56|27|S
149|33|35|S
93|27|12|N
121|43|12|N
81|42|0|S
131|45|32|N
170|4|3|S
88|0|28|N
131|17|9|S
15|39|21|S
65|17|59|S
143|5|59|S
36|0|27|S
59|55|48|N
158|29|24|S
161|32|23|N
39|58|8|S
85|14|45|N
11|18|0|S
73|28|26|S
82|18|42|N
98|30|0|N
64|12|11|S
129|19|26|N
120|45|40|S
45|59|24|N
117|7|47|S
156|54|0|N
84|54|57|S
177|18|22|S
103|30|44|S
106|20|42|N
8|4|48|N
5|30|21|N
146|47|11|N
81|10|54|S
52|39|43|N
167|30|3|N
78|49|11|N
16|8|59|S
130|12|25|S
89|25|48|N
13|30|0|S
74|10|37|S
114|50|16|N
115|42|53|N
110|44|16|N
59|52|8|S
153|26|34|S
59|36|0|S
98|44|47|S
14|3|28|S
79|26|40|S
109|15|36|N
58|34|44|N
108|53|11|N
31|24|0|S
75|52|5|N
56|19|54|S
12|27|0|S
94|52|12|N
159|7|47|S
66|35|38|S
30|23|24|S
41|53|20|N
21|7|0|N
139|11|16|N
178|18|0|N
152|30|0|N
169|20|24|S
31|30|0|S
131|33|24|N
129|6|4|S
138|39|0|S
102|27|48|S
74|24|35|S
176|13|45|N
72|55|48|S
158|13|1|N
16|42|0|N
112|27|15|N
147|1|6|N
1|2|18|S
13|18|0|S
42|16|12|N
102|1|45|N
172|39|35|N
56|35|41|N
136|4|29|S
47|11|5|S
173|10|46|S
51|53|20|N
12|42|50|N
114|5|59|N
135|28|0|S
2|11|13|N
62|25|37|N
114|26|16|N
136|28|29|S
117|37|33|S
142|58|10|N
18|23|24|S
84|42|39|S
44|31|48|S
9|51|0|N
17|13|21|S
37|11|23|S
32|49|2|S
4|14|6|N
179|50|6|S
176|43|56|S
119|42|0|S
41|12|0|S
47|6|43|N
138|30|38|N
128|3|56|S
19|49|26|N
109|33|39|S
96|34|22|N
45|42|0|S
156|53|22|S
160|39|37|N
10|18|0|N
21|52|44|S
68|15|0|S
58|8|59|S
127|51|55|S
89|25|48|N
158|22|33|S
134|14|34|N
13|8|16|S
112|54|0|N
121|48|32|S
8|44|42|N
60|40|24|N
80|24|0|N
39|29|56|N
91|51|43|S
106|46|58|N
172|42|39|S
76|48|52|N
37|36|43|N
13|15|54|N
92|30|0|N
55|40|22|S
179|54|31|N
91|43|55|S
96|24|32|N
116|5|24|S
174|12|46|N
102|6|43|S
112|46|11|S
81|10|13|N
94|42|35|S
50|21|39|N
82|34|39|S
94|18|48|N
45|36|0|S
134|9|35|N
171|52|12|S
28|30|0|N
113|53|36|N
131|11|59|S
19|30|34|S
38|40|48|N
99|13|29|S
75|15|0|N
150|24|0|N
172|57|5|N
128|22|47|S
85|58|12|S
13|10|24|S
29|40|18|S
175|33|7|S
53|20|13|N
19|57|0|N
122|53|24|S
129|41|59|S
112|47|59|N
33|43|47|S
41|58|53|N
115|27|46|N
100|54|54|N
142|28|42|N
91|29|48|N
44|16|11|S
89|46|35|N
80|58|47|S
71|7|0|N
102|16|23|S
50|30|15|S
18|21|0|S
117|54|30|S
131|48|0|S
106|42|35|S
11|39|36|N
75|55|41|S
37|36|0|S
85|41|46|N
5|6|37|N
89|39|0|N
165|8|58|S
76|44|2|N
161|39|21|S
134|19|0|S
67|51|28|N
63|32|28|S
179|30|0|S
28|18|0|N
43|1|24|N
42|12|13|S
75|35|59|S
133|41|59|S
84|37|55|N
7|20|13|N
94|28|26|N
30|12|14|N
109|19|11|S
122|54|0|N
122|30|0|N
81|46|26|S
38|9|14|S
39|55|12|N
28|54|0|N
144|40|40|N
171|55|32|N
70|54|35|S
131|12|36|S
110|7|21|N
60|11|20|S
161|0|13|N
160|58|24|N
106|17|59|N
155|34|11|N
39|10|12|S
158|47|56|S
34|54|0|N
163|43|47|S
111|56|54|S
89|57|0|N
60|55|12|S
30|10|48|N
49|7|48|N
133|48|36|S
50|21|21|N
32|26|2|N
139|47|1|S
7|21|11|S
128|20|7|S
92|27|0|S
51|56|52|S
128|10|37|S
160|25|12|S
5|25|28|N
24|16|44|N
91|23|34|N
116|2|24|N
179|16|40|S
109|45|39|S
3|50|51|N
89|24|0|S
116|48|53|S
118|15|0|S
174|32|14|N
177|33|0|N
57|30|0|S
12|30|0|N
140|54|0|N
133|15|36|N
9|36|27|N
139|53|45|S
99|43|8|N
5|5|59|S
129|29|45|S
102|9|47|N
117|19|27|S
111|54|10|S
136|35|59|N
69|12|0|S
16|22|12|N
32|47|59|N
163|43|10|N
160|5|59|N
134|18|0|N
169|41|23|S
49|27|0|N
50|47|49|N
126|29|20|S
102|48|59|S
11|59|34|N
12|0|21|S
107|54|35|N
44|1|19|N
78|24|0|N
9|39|26|N
36|6|0|N
144|59|38|S
34|35|27|N
76|12|23|S
150|5|59|N
39|36|0|S
13|59|20|N
126|47|24|S
35|54|0|S
103|55|40|N
147|38|0|S
175|3|14|N
16|41|39|N
117|53|9|S
104|15|0|S
52|49|37|N
176|55|17|N
162|13|47|N
137|21|33|S
42|45|41|N
54|7|48|S
85|58|52|S
35|36|36|S
29|27|0|N
42|18|24|N
15|38|24|S
94|32|46|N
59|8|24|S
66|27|35|N
163|55|40|N
125|30|0|S
90|7|3|N
154|36|59|S
115|54|0|S
36|54|0|N
137|45|0|N
93|18|53|N
136|49|12|S
71|30|31|N
101|12|0|S
146|40|11|S
69|42|44|S
159|41|59|S
84|47|24|S
64|58|59|S
14|31|48|S
4|10|12|N
125|17|26|N
54|12|54|N
45|22|48|S
11|53|14|N
107|15|53|S
107|22|30|S
152|54|0|N
176|2|9|S
25|15|21|S
126|54|46|N
122|42|0|N
89|47|59|S
123|30|57|N
89|57|29|S
122|24|35|S
31|51|36|N
126|23|23|N
102|59|23|N
58|54|0|N
102|5|59|N
53|32|24|S
25|3|0|N
71|17|59|S
20|57|17|N
79|42|0|S
121|2|2|S
115|50|38|S
114|34|47|S
173|14|52|S
61|55|22|N
59|25|26|N
111|36|36|S
131|30|0|S
50|24|0|N
33|49|12|N
40|20|22|N
161|46|1|N
147|44|40|S
88|24|0|N
179|26|52|S
84|1|30|S
54|32|13|S
116|47|59|N
145|20|56|S
6|18|11|S
34|23|24|S
55|32|14|S
170|59|25|N
71|17|59|S
147|26|59|N
71|34|19|N
27|7|47|S
51|17|59|S
43|6|33|N
174|33|18|S
102|8|34|N
113|50|59|N
63|19|55|S
66|37|29|N
84|52|55|S
134|52|17|S
100|19|12|S
6|16|41|S
146|46|48|N
94|23|24|S
163|9|35|S
18|13|1|N
11|12|33|N
149|35|42|N
34|59|21|N
30|7|58|S
156|18|36|N
149|15|45|S
106|12|0|N
129|58|35|N
177|49|48|N
25|37|12|N
83|0|2|S
63|30|0|S
30|20|43|S
112|16|48|N
31|9|4|N
132|1|0|S
130|43|12|S
95|43|22|N
48|56|23|S
51|24|50|S
128|53|38|S
155|11|59|S
127|49|21|S
116|24|0|N
128|9|35|N
142|30|0|N
15|42|28|S
79|44|38|S
55|29|40|N
52|36|0|N
118|46|57|S
56|30|0|N
89|17|59|S
58|2|21|S
70|8|2|N
176|10|20|N
68|18|18|N
162|48|0|N
127|7|47|S
46|41|23|N
124|35|39|N
133|10|11|N
142|6|4|N
144|10|48|N
122|5|27|N
19|15|7|S
13|20|26|S
164|42|36|N
9|18|35|N
55|8|24|S
153|15|35|S
66|11|2|S
36|42|0|N
65|24|25|N
69|5|59|S
32|12|0|N
29|41|9|S
140|35|59|N
61|38|5|N
23|10|38|S
138|32|15|S
103|35|59|S
3|53|41|S
67|22|47|N
103|5|24|N
13|11|9|S
125|40|20|S
176|41|20|S
161|1|54|N
137|5|59|S
86|24|0|N
86|53|56|S
146|52|47|S
55|11|52|N
28|50|10|N
36|34|45|S
163|1|42|N
42|14|9|S
153|45|52|N
45|2|23|N
167|39|54|N
58|54|0|N
